album_id,album_genres,album_release_date,album_popularity,year
0rPtXOMN42nsLDiShvGamv,,2002-04-16,51,2002
0RHX9XECH8IVI3LNgWDpmQ,,2002-08-08,81,2002
4htcOW08TqINNLbcSf9esI,,2002-10-29,67,2002
5JRg9iBzGz8l7c8z1u6m3C,,2002-01-04,55,2002
5PMBXQeWRQgGBXfzSaYNIn,,2002,46,2002
4Gb8Xs87uYNhBwh5wfG7qt,,2002-01-01,46,2002
2KAFZKOzlkk0wOI1XdoO0q,,2002,57,2002
2EdZjwEgBXjtdkwkZ73fFA,,2002-01-01,47,2002
6deiaArbeoqp1xPEGdEKp1,,2002-07-09,79,2002
6lA1sGw7eCv27bcpd5E0wT,,2002-11-26,69,2002
1D5z8QDWSmYm6MwrtLINYY,,2002-07-16,54,2002
3P4hm57jwhpDaO7WZI2RsC,,2002-01-01,56,2002
6jno7QiWnaOHtMiZctBJBd,,2002-05-17,50,2002
28fqmcfV4mpPsqhdNKUeTc,,2002-04-02,56,2002
7721xmJK5tmifUQdcmJ6An,,2002-02-25,46,2002
4bP1H8sP05Bvu4LB2RbyC2,,2002,63,2002
0gBSoXYKsE3HHZNbgMPnEg,,2002-03-26,62,2002
6S9uJJ8HUhvHrE42UIdaMH,,2002-03-22,55,2002
4QyE2i0y4nyxHsiwm6VK9V,,2002,69,2002
2EdZjwEgBXjtdkwkZ73fFA,,2002-01-01,47,2002
76PyfjqUSplsygzK6lcbcU,,2002-08-20,47,2002
5kkPOwoE9ItngbGIF6m3A4,,2002-09-30,58,2002
481JiVXZYUlTtqlv9ewJXV,,2002,67,2002
6PfpFynKzUEFitHt7BwcVL,,2002-09-16,57,2002
5ieP11rJQvuYz0Ov3k03cy,,2002-01-01,51,2002
57d5dFo7oN2yUyGfSKPrRv,,2002-06-25,62,2002
57d5dFo7oN2yUyGfSKPrRv,,2002-06-25,62,2002
3CFK4hbF6HfIXEpWXJV3CF,,2002-06-25,53,2002
6kGMwYN1ChjX0yyhN7tDs2,,2002-01-01,50,2002
4jKeipwuUTjlx9USNYdhZn,,2002-01-01,71,2002
6JlMb03WAKr2QcilmUzRkC,,2002-01-01,53,2002
3diwNCScanKXsiDgO1Etxn,,2002,59,2002
4sW8Eql2e2kdRP1A1R1clG,,2002-08-20,62,2002
44YiDqXDLFF0ipL8U6tQXa,,2002-04-05,55,2002
1OSCxbStNDOwBaZIXcivce,,2002-02-19,51,2002
4c7iiTnrAdlfBcM7gxER1a,,2002-07-02,51,2002
4yZ94VdhoJGQMz6aNUlcc0,,2002-01-01,57,2002
5zA0BCRlgbhR7bBbDcrQsi,,2002-09-20,54,2002
3VSl97ITIbXoFQvx2DQ605,,2002,63,2002
5aHuKZqTY34cuOcIFfohrt,,2002-05-21,54,2002
3qHNXx1hNG7COWsuwBWW4e,,2002-01-01,47,2002
3diwNCScanKXsiDgO1Etxn,,2002,59,2002
22e1rqsSwL5RHuuqkYlDJZ,,2002-12-17,63,2002
5u8ri4s76Ew14IwGOJf5hI,,2002-03-12,54,2002
5OcYPEWf4e0R673hpjY3Mj,,2002-05-21,41,2002
3CKSBk4Ivxw1gwjQ2GW3Ch,,2002-01-01,48,2002
6dFMJi2op2N2IJaieIJhzm,,2002-08-19,45,2002
3VSl97ITIbXoFQvx2DQ605,,2002,63,2002
68ishLKwqH5oH79kUteEHG,,2002-06-06,46,2002
6xwImhyXk9H1xYsccwKPIk,,2002-07-30,67,2002
0TvOeelcHQXYgPcyQiLhyR,,2002-10-15,60,2002
4jKeipwuUTjlx9USNYdhZn,,2002-01-01,71,2002
1cLRjf5m6cTcqaFljda0r1,,2002-01-01,49,2002
3P4hm57jwhpDaO7WZI2RsC,,2002-01-01,56,2002
28DROCResQvsdO6Hjmb32x,,2002-01-01,50,2002
4B0aVIj39h7uslnrn7pTDX,,2002,64,2002
0kKfmdca8GY7bDWFWtY801,,2002-02-25,53,2002
4B0aVIj39h7uslnrn7pTDX,,2002,64,2002
1zIoYLpYOq8d4HFzHJ7vc8,,2002-12-02,59,2002
1Rv9WRKyYhFaGbuYDaQunN,,2002-06-25,68,2002
3O41puuj47GO95r5IjuHW5,,2002,43,2002
0QVoYzGd1p8Z3ohEaM0lsc,,2002-09-24,69,2002
0Kahsu5SG9FX1mBhLuiA8L,,2002-08-06,44,2002
3gODo8aZ2dTVIaOr9SqeRE,,2002-01-01,60,2002
3pDG0vQ5LfL2BQZJJtkbg8,,2002-05-04,62,2002
37ijUtHcOrsDCIQRsa5sB4,,2002-03-26,55,2002
7EtBU4Uen8tfOq0Ah9tqz3,,2002-03-19,56,2002
2AlXF48eRaZ3vAOfx4csas,,2002-01-08,44,2002
49LA20VMk65fQyEaIzYdvf,,2002-05-13,60,2002
3VSl97ITIbXoFQvx2DQ605,,2002,63,2002
02aMRNTDHBY7RnmHOpj9XA,,2002-01-01,45,2002
6Ovwa9a0WJOU3HZESWDfFV,,2002-09-30,54,2002
1JXjYl5WVr3wFgV3DMIHMl,,2002-09-16,57,2002
5gbs9nxCzkbMdQRYXj955d,,2002-01-01,49,2002
3zXjR3y2dUWklKmmp6lEhy,,2002-06-04,77,2002
3diwNCScanKXsiDgO1Etxn,,2002,59,2002
353HFOqGHySp027oyr3aGs,,2002-10-29,62,2002
2K6QykOIDuuZYdUCKuaSeO,,2002-02-07,53,2002
3Oh3UZyeLdKHwTW7n1kkx4,,2002-05-26,49,2002
4eOwVM6B9yJCwk030GGYRI,,2002-06-11,54,2002
0pkXh1gRCwOAWbTuMdStyZ,,2002-01-01,46,2002
2M5NsF6DS8Uemk6WcMewV4,,2002-11-12,43,2002
1MqmDK2xw4isOPhiUb9eXO,,2002-06-11,61,2002
3ArSFkv4OQOosOvYTrZNIl,,2002-02-26,75,2002
0bBs62WaX2oJOq2W35BDis,,2002-02-26,49,2002
4jKeipwuUTjlx9USNYdhZn,,2002-01-01,71,2002
5tue3HeaFm6XHyYXhI1kww,,2002-01-01,64,2002
4jKeipwuUTjlx9USNYdhZn,,2002-01-01,71,2002
0QVoYzGd1p8Z3ohEaM0lsc,,2002-09-24,69,2002
6PWySeDAcKZihnTJBlf8hX,,2002,53,2002
1jOKHjidCbzo9tegzIlrvo,,2002-05-21,45,2002
6gFOrIOM2TwzoRvobkpn1a,,2002-10-08,46,2002
2GvunWK2mtlTwVrxfC3ZWa,,2002-01-01,48,2002
2cWBwpqMsDJC1ZUwz813lo,,2002-05-26,86,2002
0t2Xi8RYL4d7iEuIbUE4zI,,2002-01-22,50,2002
7FAu65eXZrds9zcezKtYhl,,2002-01-01,43,2002
2USigX9DhGuAini71XZEEK,,2002-07-19,69,2002
6PanEvuo9ZNvGT39v50xp6,,2002,55,2002
1O87Gkgvc6QR1JRpMkgnE7,,2002-01-01,62,2002
7E2TsBS4jPmfdjjTRUJ9Hn,,2002-10-08,52,2002
2Mpixk51qfZm5hQ6soEbjI,,2002-01-01,46,2002
5AYFktXxjedXNj49mUUv5i,,2002,44,2002
3diwNCScanKXsiDgO1Etxn,,2002,59,2002
59xpl8GLkPx7p6cuEVrZ8L,,2002-01-01,56,2002
5tue3HeaFm6XHyYXhI1kww,,2002-01-01,64,2002
2n1CryXhnIVXisogTOd9JF,,2002-01-01,56,2002
0QVoYzGd1p8Z3ohEaM0lsc,,2002-09-24,69,2002
7kUJA0mPf26wNsxXy9KgrE,,2002-06-25,46,2002
18VR3tbMXiPOEj4rQfSp1k,,2002-11-01,56,2002
1pDmBQhwJk1CR9Y9eplQBy,,2002-01-01,44,2002
1XhENdLbivs69wAsFlcAQG,,2002-11-05,43,2002
1vQrNEAdt2eHCXAvdIs1M2,,2002-10-29,62,2002
1zgQkZFMRqx1Lz9GVXghLt,,2002-08-27,64,2002
2QBJCHNMYQC1cyhSXW0ygV,,2002-01-15,60,2002
4eD2SoySMPRl0SBv7rqk1X,,2002-01-01,39,2002
2V5Jx67RInNn2v0LGihiWh,,2002-09-02,55,2002
5GiK94M5OXI77QX8a1GVAk,,2002-05-14,49,2002
2BlL4Gv2DLPu8p58Wcmlm9,,2002-01-01,68,2002
2oai80RcPheeeg0bNCPDRW,,2002-01-01,56,2002
0psHZUD4dKFmxEfEmGRCLB,,2002-01-01,56,2002
5wtLC8QWMF9tZKVI9cBqcX,,2002-03-26,41,2002
481JiVXZYUlTtqlv9ewJXV,,2002,67,2002
2qDd6KcV4L5MfBSIrjDWZ0,,2002-01-01,49,2002
6swChvwoBkWTzCxJSu72QV,,2002-10-22,41,2002
4tofhHyuUMibdKl3NOIcZK,,2002-04-30,48,2002
3lS2eQfm7o9MUDruWHUeYR,,2002-02-19,46,2002
4jKeipwuUTjlx9USNYdhZn,,2002-01-01,71,2002
3pDG0vQ5LfL2BQZJJtkbg8,,2002-05-04,62,2002
0QVoYzGd1p8Z3ohEaM0lsc,,2002-09-24,69,2002
2UJCnSqpR3AIuTvWYZLCp1,,2002-01-01,75,2002
63NZyvrGX1P2KAoVN1YvE0,,2002-10-16,49,2002
6I9GBueBmRdHdDQjbL7El1,,2002-10-15,55,2002
3diwNCScanKXsiDgO1Etxn,,2002,59,2002
1FmUQlgwi4mbgOGcySElLU,,2002-01-01,44,2002
6D9urpsOWWKtYvF6PaorGE,,2003-04-01,75,2003
02w1xMzzdF2OJxTeh1basm,,2003-03-04,79,2003
1UsmQ3bpJTyK6ygoOOjG1r,,2003,75,2003
4Gfnly5CzMJQqkUFfoHaP3,,2003-03-24,79,2003
4ycNE7y1rp5215g1kkqk1P,,2003-02-06,74,2003
6oxVabMIqCMJRYN1GqR3Vf,,2003-06-24,73,2003
0z7pVBGOD7HCIB7S8eLkLI,,2003-11-13,75,2003
4vOvr0tdZWoIGjnHe9jLqz,,2003-01-01,74,2003
6DMUAqxiFfLdqXv0vqcrQA,,2003-01-01,65,2003
24IBCzEJlHBI0ioxlSuSPA,,2003-01-01,68,2003
4ycNE7y1rp5215g1kkqk1P,,2003-02-06,74,2003
6TqRKHLjDu5QZuC8u5Woij,,2003-12-02,72,2003
4ycNE7y1rp5215g1kkqk1P,,2003-02-06,74,2003
13topfW33NjnACjnRiZBX7,,2003-04-19,68,2003
2zE1YKY7Okj10Tjl09jjth,,2003-12-09,73,2003
4Gfnly5CzMJQqkUFfoHaP3,,2003-03-24,79,2003
6Q1kiSijkaHwoCwZUHW6IY,,2003-07-01,73,2003
6TZp52tXShLQbq8yNMxqNT,,2003-01-01,65,2003
42LlDinsxjsByAqqpZXRp4,,2003-01-01,63,2003
2yeODPn8igz9qQiitOZRyJ,,2003-01-01,60,2003
3HFbH1loOUbqCyPsLuHLLh,,2003-10-28,71,2003
7xhudjssYTY8qRl1s9R3wu,,2003-04-08,59,2003
4JDBx5wQ82jb8PjLYPBP8L,,2003-01-01,64,2003
6NrLpQCPYrNS3kVWxDgIlg,,2003-09-15,68,2003
4ycNE7y1rp5215g1kkqk1P,,2003-02-06,74,2003
4Gfnly5CzMJQqkUFfoHaP3,,2003-03-24,79,2003
3eqkfT9f1XyM8GME1gVDrD,,2003-06-24,74,2003
1UsmQ3bpJTyK6ygoOOjG1r,,2003,75,2003
0y13VbGddQ4azdVWakksAL,,2003-03-24,64,2003
4fygErqiNgFUic5hU42Z3E,,2003-09-23,66,2003
44ePwTuWK88vnalqutqJEG,,2003-04-29,62,2003
6x7ohjhYzzmCglAT4TD9T9,,2003-01-01,56,2003
1UsmQ3bpJTyK6ygoOOjG1r,,2003,75,2003
3fVrL1hr7JAWTeFYW0akdf,,2003-07-15,57,2003
02w1xMzzdF2OJxTeh1basm,,2003-03-04,79,2003
0gLVNSNAW4ghjFqHMDFA3l,,2003-05-27,63,2003
0Hv5X7RRaM7F3hfAq0YmzB,,2003-01-01,62,2003
38pfSOHvxHqDWwDnjZ25U5,,2003-07-22,63,2003
4vjeaWsf9UH2ecdKXAZaq2,,2003-01-01,61,2003
4hBTxv4QRPePXCFcEI7Vjp,,2003-11-01,72,2003
4n0IYzVbxLFckUKpurk6kN,,2003-05-20,63,2003
3oUoQ0UH7Rv06x1kpSjS36,,2003-01-01,68,2003
6PntFOrFJdHpXE9xzjhkyR,,2003-05-13,59,2003
4juejyEeCKFskkDA6zhIBW,,2003-09-16,60,2003
47VjIh8rgyMJJHNR98w0Kw,,2003-01-01,61,2003
53tvjWbVNZKd3CvpENkzOC,,2003-11-18,65,2003
02w1xMzzdF2OJxTeh1basm,,2003-03-04,79,2003
1JfdhweOku5xDD78eiid4A,,2003-01-01,55,2003
13topfW33NjnACjnRiZBX7,,2003-04-19,68,2003
3rpSksJSFdNFqk5vne8at2,,2003,67,2003
4Gfnly5CzMJQqkUFfoHaP3,,2003-03-24,79,2003
2AO7lfXXz1nHfCJiETaxHo,,2003-04-22,60,2003
0NUEQILaBzavnzcMEs4buZ,,2003-01-14,63,2003
3487OYBtnRl82qA6tfyWco,,2003-11-19,58,2003
46tIBaFs0Ov0HJsCDrq1Kl,,2003-02-01,62,2003
4Wx0gVzxrbRgxcaJ0M02Ik,,2003-08-17,55,2003
6oxVabMIqCMJRYN1GqR3Vf,,2003-06-24,73,2003
5MoaDbFw4nrm2P7Om1on3b,,2003-02-19,61,2003
4ycNE7y1rp5215g1kkqk1P,,2003-02-06,74,2003
3qyVLEW74vRMvVxNHjwKhk,,2003-08-26,64,2003
2mIYia4lSO1NCSFGGGGNR9,,2003,56,2003
3eqkfT9f1XyM8GME1gVDrD,,2003-06-24,74,2003
0AO5ibcO686oWXf96D83pM,,2003-08-19,58,2003
6vW9ZDllNv87WHXS3XTjlM,,2003-07-07,61,2003
6WivmTXugLZLmAWnZhlz7g,,2003-09-09,61,2003
5YTn3PFD7mrjhucfeafJE7,,2003-07-21,55,2003
4MJf9OmWPH5zlvRAfoIWx6,,2003-03-18,58,2003
35Ea7OWXZPZB1vAPiaEGOM,,2003,60,2003
2uJ0YxszsHKfS14kOPmAFl,,2003-01-01,63,2003
0FeqrLI13XnYNY1s414uQd,,2003-01-01,61,2003
4FWvo9oS4gRgHtAwDwUjiO,,2003-11-14,65,2003
7l4nnHG7upOnUM4WvAjToY,,2003-05-06,62,2003
0gLVNSNAW4ghjFqHMDFA3l,,2003-05-27,63,2003
4FWvo9oS4gRgHtAwDwUjiO,,2003-11-14,65,2003
3I4DmkyMBifLVwrCT3eQ82,,2003-01-01,55,2003
6oxVabMIqCMJRYN1GqR3Vf,,2003-06-24,73,2003
4ycNE7y1rp5215g1kkqk1P,,2003-02-06,74,2003
7xPAsIGxs8It3pVWnZEHan,,2003-11-04,58,2003
2SS2QYikI1mNohhyPN2v95,,2003-09-16,54,2003
4lSQkGgFffaUOd22Yrc25v,,2003,55,2003
5T75pyMyLZWKvDl6jFdi0F,,2003-01-01,55,2003
6TqRKHLjDu5QZuC8u5Woij,,2003-12-02,72,2003
4Qe057XqKloVNhnPohj6Yo,,2003-07-22,61,2003
3ifA4OUPiT92YB4vYtAdVh,,2003-07-01,66,2003
6335RBM5tYZal0oSZm6jvW,,2003-01-01,64,2003
6prPsuR3shSCqcxPB84dkg,,2003-03-04,57,2003
4vOvr0tdZWoIGjnHe9jLqz,,2003-01-01,74,2003
3HFbH1loOUbqCyPsLuHLLh,,2003-10-28,71,2003
6RWEJvVwr8aCQfRchRhjMq,,2003,55,2003
1mrhahrlJu5JfzgeV6Cy8t,,2003-06-17,64,2003
2fsMp83A31t6nqp1TvV7OB,,2003-12-09,59,2003
4AdGr92Z6Ff2WbKP5Ja2QC,,2003-06-09,61,2003
7hPq9fDWwXPo1tT0oi3XcM,,2003-09-01,60,2003
24IBCzEJlHBI0ioxlSuSPA,,2003-01-01,68,2003
5fSlrmZPalwAAQDwu6shK2,,2003-01-01,58,2003
49K6hYDEr5M3GxIBBxlPf9,,2003-01-01,62,2003
7zfXdUZDhx7uKVLUPKGJWz,,2003-01-01,61,2003
4fygErqiNgFUic5hU42Z3E,,2003-09-23,66,2003
7xJ6am4jsZw1Bg0S0g0hmI,,2003-07-25,50,2003
4xBILuasKLadf6hitvo5mG,,2003-01-01,53,2003
6oxVabMIqCMJRYN1GqR3Vf,,2003-06-24,73,2003
3hJHXxX04PNuGFIxdEHGzg,,2003-01-01,56,2003
5GIEvyzVeUKAs6Uf2EeoqD,,2003-11-18,59,2003
3b3CBmEMZKC4ugmcM2iPc6,,2003-01-14,52,2003
0MystbDJBhdcJZBFkpgVbd,,2003-10-01,69,2003
0bQBS1GmZ2sqbHcqiQnldn,,2003-10-07,54,2003
7jdM09zOoPpNn59UzAeryS,,2003-01-01,59,2003
7DgePplMBaKbi8l5c8s64n,,2003-01-01,51,2003
1eIzVBHA5NvX0wo2nLACew,,2003,58,2003
3487OYBtnRl82qA6tfyWco,,2003-11-19,58,2003
6252G7bGCVijXlqAjtjeDP,,2003-05-19,63,2003
6252G7bGCVijXlqAjtjeDP,,2003-05-19,63,2003
6PEApt1cBh2EtWeXMKZJzo,,2003-09-03,50,2003
6vDiMhyfSnTn18OY99BSQX,,2003-06-17,58,2003
3pNoZEMsLO0HZygvwaXANB,,2003-11-18,68,2003
46tIBaFs0Ov0HJsCDrq1Kl,,2003-02-01,62,2003
2kJpuz9FOqX5riMjGwihhY,,2003-05-20,59,2003
4JwwVngWxV6EDq7lC3wUBt,,2003-06-30,57,2003
4JLTenJ9u07tFnk3On1ypa,,2003,57,2003
7jdM09zOoPpNn59UzAeryS,,2003-01-01,59,2003
0OET3Pft2RKmDxzpP3FcGc,,2003-10-07,59,2003
6BqcXoEgLpiGHQit2hXBIl,,2003-01-01,57,2003
3K83jJCyGiSq9lj1FQxYce,,2003-01-01,59,2003
6oxVabMIqCMJRYN1GqR3Vf,,2003-06-24,73,2003
02w1xMzzdF2OJxTeh1basm,,2003-03-04,79,2003
6g3n0C6d4v81DnDheoLMvX,,2003-01-27,53,2003
3WH8Q7LS2p143e5PrKGLeA,,2003-03-04,55,2003
7eicLW3vjCf8HkFUc7xf8i,,2003-01-01,49,2003
4hBTxv4QRPePXCFcEI7Vjp,,2003-11-01,72,2003
3HFbH1loOUbqCyPsLuHLLh,,2003-10-28,71,2003
0z7pVBGOD7HCIB7S8eLkLI,,2003-11-13,75,2003
49K6hYDEr5M3GxIBBxlPf9,,2003-01-01,62,2003
0Hv5X7RRaM7F3hfAq0YmzB,,2003-01-01,62,2003
0BolFrIcCXXppUK50ETvgy,,2003-01-01,68,2003
0y13VbGddQ4azdVWakksAL,,2003-03-24,64,2003
2zE1YKY7Okj10Tjl09jjth,,2003-12-09,73,2003
7yu7B1B8O07jAFAZEFSRXA,,2003-01-01,56,2003
6mVLRZmHfO3CQIk5e1WXBL,,2003-12-09,63,2003
1mrhahrlJu5JfzgeV6Cy8t,,2003-06-17,64,2003
0BolFrIcCXXppUK50ETvgy,,2003-01-01,68,2003
3L66FfY07jWg7JKcsDNnJR,,2003-05-07,62,2003
49K6hYDEr5M3GxIBBxlPf9,,2003-01-01,62,2003
3xtQSAQgeAV6TcvzyF4iDd,,2003-09-30,51,2003
5QJ3kG3mo6fISj1apYFke2,,2003-01-01,57,2003
4FWvo9oS4gRgHtAwDwUjiO,,2003-11-14,65,2003
0tFm46KzjtCgyyfD8iCaiJ,,2003-10-09,55,2003
6NrLpQCPYrNS3kVWxDgIlg,,2003-09-15,68,2003
3t4OgAvvOzvXw8D2NHUeDR,,2003-04-08,53,2003
1mrhahrlJu5JfzgeV6Cy8t,,2003-06-17,64,2003
4KbP58I8HjOsd1S8J7Ahjx,,2003-01-01,52,2003
30EknR1eWRmfP4aQhAzMYw,,2003-01-01,49,2003
0y13VbGddQ4azdVWakksAL,,2003-03-24,64,2003
7LQhG0xSDjFiKJnziyB3Zj,,2003-01-01,66,2003
0gLVNSNAW4ghjFqHMDFA3l,,2003-05-27,63,2003
0MystbDJBhdcJZBFkpgVbd,,2003-10-01,69,2003
3pNoZEMsLO0HZygvwaXANB,,2003-11-18,68,2003
4wcFyCDvWuIAIIfemgtNUv,,2003,49,2003
36jpd4kKEalvzpw8k12mNP,,2003-03-18,56,2003
2oWXmi9uLRKn60yRmY22MB,,2003-03-30,54,2003
1fyLNx6wxgDA59wFInnyup,,2003-11-10,60,2003
3qFNiOv7yX8pueke4P6Z8c,,2003-01-01,49,2003
5YXBnZzECnOFgssE5q43go,,2003-12-05,50,2003
4MJf9OmWPH5zlvRAfoIWx6,,2003-03-18,58,2003
2wlGJHKt8joZ35jI0nfzF1,,2003-05-03,58,2003
6TqRKHLjDu5QZuC8u5Woij,,2003-12-02,72,2003
3teDhRsApsuvhdTeWB49cg,,2003-01-01,55,2003
5ErgI599IvfYniy0UWVGBN,,2003-04-15,52,2003
6UlNLXBFLqRDiKnyrF4oDE,,2003-03-03,52,2003
2wlGJHKt8joZ35jI0nfzF1,,2003-05-03,58,2003
7etFl9qeqjD0luC40JAg8l,,2003,52,2003
6oSejW0PK0YiKXj5YPm1tl,,2003-10-27,67,2003
4Gfnly5CzMJQqkUFfoHaP3,,2003-03-24,79,2003
0AzHFYoAtsdnzNfkHvrAu3,,2003-09-16,49,2003
1Wx4ud28ypU7HAWuOHkmQ2,,2003-08-04,48,2003
0qN4uk3SGen6vUOjImJ6em,,2003-07-15,55,2003
5UKAhD2VmFAuThgq4OQyEe,,2003,59,2003
24IBCzEJlHBI0ioxlSuSPA,,2003-01-01,68,2003
69TVDRmYyJY9JoESTroXE6,,2003,53,2003
6M31UyJrV9SQMC0L2rSLCL,,2003-01-01,51,2003
5HHesQPquZcoecO60eTNBT,,2003-01-01,56,2003
2zfZe8P8jg53kZaAfCdBYs,,2003-01-01,56,2003
6Cq4aFoLu1OKc1XNZYdBnp,,2003-07-25,47,2003
1SloKtrz48mjFA3QIDg7Vl,,2003-08-18,53,2003
38FWu0ePBmlNQdpg6WiLld,,2003-01-01,54,2003
3N1Ehmz49Lavsi23cKFWDv,,2003-01-01,53,2003
7xPAsIGxs8It3pVWnZEHan,,2003-11-04,58,2003
3HFbH1loOUbqCyPsLuHLLh,,2003-10-28,71,2003
22qEaAJ03kdo8L2qge5Chc,,2003-11-18,53,2003
6D9urpsOWWKtYvF6PaorGE,,2003-04-01,75,2003
6yphddLqd7eBRKfvcAD425,,2003-01-01,48,2003
6vDiMhyfSnTn18OY99BSQX,,2003-06-17,58,2003
24IBCzEJlHBI0ioxlSuSPA,,2003-01-01,68,2003
5ua9CNv1DptXlzsA0nYMJ2,,2003-06-11,63,2003
2lwxcemR1muymEHNMblCpm,,2003-03-04,47,2003
6ArsYtEDpoPxrCQXG4rHw3,,2003-10-07,56,2003
0gLVNSNAW4ghjFqHMDFA3l,,2003-05-27,63,2003
4ycNE7y1rp5215g1kkqk1P,,2003-02-06,74,2003
5ua9CNv1DptXlzsA0nYMJ2,,2003-06-11,63,2003
0OET3Pft2RKmDxzpP3FcGc,,2003-10-07,59,2003
0HjdNkgyrUKC2ynRUNna7V,,2003-01-01,46,2003
0rbgxvTKe3Y4VRar4sIYzT,,2003-01-01,49,2003
0y13VbGddQ4azdVWakksAL,,2003-03-24,64,2003
4ffXByMAjLpd25ZyzEJNMK,,2003-11-01,52,2003
1pHE92AvWAt4IIRUCVFnEl,,2003-01-01,60,2003
2Z9tU5T5Xad6u4rTGjZIy7,,2003-11-15,64,2003
7LQhG0xSDjFiKJnziyB3Zj,,2003-01-01,66,2003
5MoaDbFw4nrm2P7Om1on3b,,2003-02-19,61,2003
4ycNE7y1rp5215g1kkqk1P,,2003-02-06,74,2003
3ebsgIalEIKpGBVrNErCAd,,2003,47,2003
6HP3XgMRhNov0v1qTetdOi,,2003-01-01,61,2003
0XxmvWFp66NnlSxco9i7yr,,2003,50,2003
0y13VbGddQ4azdVWakksAL,,2003-03-24,64,2003
5FrjDW96mCYw9ECc74c637,,2003-08-21,60,2003
1fyLNx6wxgDA59wFInnyup,,2003-11-10,60,2003
2MWo0RliwlkObUN13r5ITR,,2003-01-01,56,2003
7qIY0P5qM0LzI1SYx9r8dZ,,2003-02-25,56,2003
1UsmQ3bpJTyK6ygoOOjG1r,,2003,75,2003
6GUNfGkyL4Xi4KiWNCYkNQ,,2003-08-25,61,2003
1W1b52vaEcE3wfWk4WQH6q,,2003,55,2003
0Hv5X7RRaM7F3hfAq0YmzB,,2003-01-01,62,2003
7qIY0P5qM0LzI1SYx9r8dZ,,2003-02-25,56,2003
2Z9tU5T5Xad6u4rTGjZIy7,,2003-11-15,64,2003
6UlNLXBFLqRDiKnyrF4oDE,,2003-03-03,52,2003
6Uj9VARQcRBOQZ2uBywlrH,,2003-11-11,49,2003
1tHNA1zsv6EKLHAR1idmAi,,2003-04-29,48,2003
3gQ2rh7TxfCgpfj40Eo8D1,,2003-06-03,49,2003
7LQhG0xSDjFiKJnziyB3Zj,,2003-01-01,66,2003
1RF8AaupRPlmA13HxSdWAe,,2003-11-24,64,2003
6DMUAqxiFfLdqXv0vqcrQA,,2003-01-01,65,2003
6wTmI6YwP14KXnDC35VTT7,,2003-05-20,49,2003
0y13VbGddQ4azdVWakksAL,,2003-03-24,64,2003
0aJ2SqX6w8pJsaFaTiBUgJ,,2003-01-01,54,2003
7IIVtFcrNzU7PV8gBqq6oM,,2003,62,2003
2hDaKG2DTGRCBoCS08GBsW,,2003-11-04,46,2003
0y13VbGddQ4azdVWakksAL,,2003-03-24,64,2003
6mVLRZmHfO3CQIk5e1WXBL,,2003-12-09,63,2003
7LQhG0xSDjFiKJnziyB3Zj,,2003-01-01,66,2003
02w1xMzzdF2OJxTeh1basm,,2003-03-04,79,2003
1mrhahrlJu5JfzgeV6Cy8t,,2003-06-17,64,2003
0NUEQILaBzavnzcMEs4buZ,,2003-01-14,63,2003
3oUoQ0UH7Rv06x1kpSjS36,,2003-01-01,68,2003
5ua9CNv1DptXlzsA0nYMJ2,,2003-06-11,63,2003
6rqhiXmQNt6YmuavJhCVNv,,2003-01-01,55,2003
5UKAhD2VmFAuThgq4OQyEe,,2003,59,2003
4hBTxv4QRPePXCFcEI7Vjp,,2003-11-01,72,2003
29BiTy2syDZyjGa9Rza6Ot,,2003-08-26,64,2003
5OmZitvmVXYsjEXkTD3P6Y,,2003-11-04,54,2003
5lYbSy6Hf540WyiVaoN8HU,,2003-01-01,60,2003
7GTZRYNB0eAig7UTsb54XG,,2003-10-14,54,2003
7eP4TXdwO68vnivfDxs6fg,,2003-08-19,54,2003
5J0VCIp4TTsZBKOqWdbBSa,,2003-10-21,56,2003
0y13VbGddQ4azdVWakksAL,,2003-03-24,64,2003
4agxyxFq9Onbm5jP8v3On4,,2003,45,2003
3fsGT85qu4Jhvs9htCgygz,,2003-09-22,48,2003
41FqSrFn288xsdvADjJGxH,,2003-07-31,58,2003
7l4nnHG7upOnUM4WvAjToY,,2003-05-06,62,2003
6bT7ES8R1gu7H9c5jMNFaX,,2003-12-16,44,2003
7HPjcPD2cr8E5oHvVAmBp7,,2003,57,2003
62Ot058LfUzRFxbramAggQ,,2003-03-31,53,2003
6252G7bGCVijXlqAjtjeDP,,2003-05-19,63,2003
64J3qlh1WF6x8DnrB8chqb,,2003-01-01,52,2003
2AbyDhzuhpMNKEm8johQft,,2003-01-01,63,2003
5HooteTWKKPU1GjuOo5Bpf,,2003-09-30,63,2003
5UKAhD2VmFAuThgq4OQyEe,,2003,59,2003
5UKAhD2VmFAuThgq4OQyEe,,2003,59,2003
02w1xMzzdF2OJxTeh1basm,,2003-03-04,79,2003
3kFLjfTZAl87oog3QwiHFc,,2003-10-28,50,2003
5uHNavgy4yM4orwoEBWMjO,,2003-11-27,53,2003
3Lfxp4dgtCBJN74rmo7tiE,,2003-06-17,52,2003
3AxlaORIaUzvFupsxC06yh,,2003-01-01,51,2003
13topfW33NjnACjnRiZBX7,,2003-04-19,68,2003
3S2InZkyQQfQ16oSQOsGGn,,2003,49,2003
5cMMHA3CyA21eRXP1pnm0Z,,2003-06-24,49,2003
